movieId,rating_count,percentage
8759,1,7e-05
8763,1,7e-05
8775,1,7e-05
8789,1,7e-05
8802,1,7e-05
8812,1,7e-05
8817,1,7e-05
8825,1,7e-05
8842,1,7e-05
8843,1,7e-05
8853,1,7e-05
8858,1,7e-05
8876,1,7e-05
8877,1,7e-05
8890,1,7e-05
8940,1,7e-05
8945,1,7e-05
8952,1,7e-05
8954,1,7e-05
8962,1,7e-05
8964,1,7e-05
8979,1,7e-05
9002,1,7e-05
9007,1,7e-05
9009,1,7e-05
9017,1,7e-05
25735,1,7e-05
25736,1,7e-05
25739,1,7e-05
25770,1,7e-05
25794,1,7e-05
25800,1,7e-05
25804,1,7e-05
25806,1,7e-05
25808,1,7e-05
25811,1,7e-05
25819,1,7e-05
25824,1,7e-05
25831,1,7e-05
25846,1,7e-05
25851,1,7e-05
25858,1,7e-05
25859,1,7e-05
25861,1,7e-05
25864,1,7e-05
25874,1,7e-05
25875,1,7e-05
25881,1,7e-05
25882,1,7e-05
25887,1,7e-05
25888,1,7e-05
25890,1,7e-05
25892,1,7e-05
25902,1,7e-05
25903,1,7e-05
25922,1,7e-05
25932,1,7e-05
25948,1,7e-05
25956,1,7e-05
25960,1,7e-05
25965,1,7e-05
25979,1,7e-05
25980,1,7e-05
25987,1,7e-05
26000,1,7e-05
26006,1,7e-05
26008,1,7e-05
26013,1,7e-05
26019,1,7e-05
26026,1,7e-05
26030,1,7e-05
26035,1,7e-05
26046,1,7e-05
26047,1,7e-05
26056,1,7e-05
26066,1,7e-05
26068,1,7e-05
26093,1,7e-05
26095,1,7e-05
26098,1,7e-05
26099,1,7e-05
26100,1,7e-05
26106,1,7e-05
26108,1,7e-05
26109,1,7e-05
26110,1,7e-05
26137,1,7e-05
26142,1,7e-05
26175,1,7e-05
26191,1,7e-05
26195,1,7e-05
26205,1,7e-05
26206,1,7e-05
26207,1,7e-05
26211,1,7e-05
26213,1,7e-05
26215,1,7e-05
26219,1,7e-05
26245,1,7e-05
26251,1,7e-05
26290,1,7e-05
26291,1,7e-05
26309,1,7e-05
26315,1,7e-05
26333,1,7e-05
26339,1,7e-05
26343,1,7e-05
26372,1,7e-05
26377,1,7e-05
26392,1,7e-05
26401,1,7e-05
26404,1,7e-05
26409,1,7e-05
26411,1,7e-05
26424,1,7e-05
26429,1,7e-05
26430,1,7e-05
26468,1,7e-05
26470,1,7e-05
26481,1,7e-05
26484,1,7e-05
26498,1,7e-05
26501,1,7e-05
26505,1,7e-05
26514,1,7e-05
26581,1,7e-05
26582,1,7e-05
26608,1,7e-05
26613,1,7e-05
26617,1,7e-05
26628,1,7e-05
26643,1,7e-05
26670,1,7e-05
26672,1,7e-05
26682,1,7e-05
26690,1,7e-05
26695,1,7e-05
26703,1,7e-05
26707,1,7e-05
26708,1,7e-05
26714,1,7e-05
26728,1,7e-05
26751,1,7e-05
26756,1,7e-05
26777,1,7e-05
26784,1,7e-05
26802,1,7e-05
26818,1,7e-05
26831,1,7e-05
26858,1,7e-05
26886,1,7e-05
26889,1,7e-05
26898,1,7e-05
26933,1,7e-05
26940,1,7e-05
26969,1,7e-05
26970,1,7e-05
26975,1,7e-05
26981,1,7e-05
26996,1,7e-05
27016,1,7e-05
27018,1,7e-05
27027,1,7e-05
27031,1,7e-05
27050,1,7e-05
27078,1,7e-05
27135,1,7e-05
27158,1,7e-05
27213,1,7e-05
27215,1,7e-05
27236,1,7e-05
27239,1,7e-05
27263,1,7e-05
27268,1,7e-05
27274,1,7e-05
27292,1,7e-05
27302,1,7e-05
27306,1,7e-05
27307,1,7e-05
27310,1,7e-05
27315,1,7e-05
27316,1,7e-05
27321,1,7e-05
27322,1,7e-05
27332,1,7e-05
27334,1,7e-05
27343,1,7e-05
27347,1,7e-05
27356,1,7e-05
27359,1,7e-05
27365,1,7e-05
27431,1,7e-05
27454,1,7e-05
27461,1,7e-05
27469,1,7e-05
27484,1,7e-05
27485,1,7e-05
27488,1,7e-05
27497,1,7e-05
27506,1,7e-05
27524,1,7e-05
27525,1,7e-05
27530,1,7e-05
27587,1,7e-05
27598,1,7e-05
27603,1,7e-05
27626,1,7e-05
27671,1,7e-05
27675,1,7e-05
27703,1,7e-05
27711,1,7e-05
27713,1,7e-05
27740,1,7e-05
27743,1,7e-05
27752,1,7e-05
27758,1,7e-05
27759,1,7e-05
27764,1,7e-05
27765,1,7e-05
27781,1,7e-05
27786,1,7e-05
27812,1,7e-05
27824,1,7e-05
27862,1,7e-05
27889,1,7e-05
27891,1,7e-05
30695,1,7e-05
30764,1,7e-05
30767,1,7e-05
30798,1,7e-05
30808,1,7e-05
30863,1,7e-05
30890,1,7e-05
30896,1,7e-05
30905,1,7e-05
30942,1,7e-05
30970,1,7e-05
31004,1,7e-05
31038,1,7e-05
31045,1,7e-05
31060,1,7e-05
31140,1,7e-05
31165,1,7e-05
31201,1,7e-05
31267,1,7e-05
31284,1,7e-05
31290,1,7e-05
31297,1,7e-05
31353,1,7e-05
31362,1,7e-05
31447,1,7e-05
31487,1,7e-05
31539,1,7e-05
31549,1,7e-05
31636,1,7e-05
31655,1,7e-05
31664,1,7e-05
31680,1,7e-05
31793,1,7e-05
31869,1,7e-05
31900,1,7e-05
31975,1,7e-05
32049,1,7e-05
32062,1,7e-05
32082,1,7e-05
32126,1,7e-05
32225,1,7e-05
32285,1,7e-05
32335,1,7e-05
32345,1,7e-05
32347,1,7e-05
32354,1,7e-05
32485,1,7e-05
32501,1,7e-05
32515,1,7e-05
32518,1,7e-05
32520,1,7e-05
32567,1,7e-05
32646,1,7e-05
32655,1,7e-05
32674,1,7e-05
32689,1,7e-05
32705,1,7e-05
32707,1,7e-05
32719,1,7e-05
32735,1,7e-05
32737,1,7e-05
32741,1,7e-05
32783,1,7e-05
32799,1,7e-05
32864,1,7e-05
32890,1,7e-05
32902,1,7e-05
32935,1,7e-05
33081,1,7e-05
33098,1,7e-05
33110,1,7e-05
33117,1,7e-05
33148,1,7e-05
33191,1,7e-05
33245,1,7e-05
33253,1,7e-05
33328,1,7e-05
33393,1,7e-05
33397,1,7e-05
33507,1,7e-05
33524,1,7e-05
33567,1,7e-05
33608,1,7e-05
33610,1,7e-05
33655,1,7e-05
33743,1,7e-05
33790,1,7e-05
33799,1,7e-05
33861,1,7e-05
33863,1,7e-05
33914,1,7e-05
33917,1,7e-05
33945,1,7e-05
33988,1,7e-05
33998,1,7e-05
34004,1,7e-05
34135,1,7e-05
34214,1,7e-05
34231,1,7e-05
34246,1,7e-05
34306,1,7e-05
34364,1,7e-05
34450,1,7e-05
34464,1,7e-05
34473,1,7e-05
34488,1,7e-05
34526,1,7e-05
34579,1,7e-05
34624,1,7e-05
34696,1,7e-05
35082,1,7e-05
35386,1,7e-05
35636,1,7e-05
35681,1,7e-05
35826,1,7e-05
35828,1,7e-05
35853,1,7e-05
36046,1,7e-05
36152,1,7e-05
36264,1,7e-05
36373,1,7e-05
36523,1,7e-05
36541,1,7e-05
36576,1,7e-05
36630,1,7e-05
36902,1,7e-05
37058,1,7e-05
37257,1,7e-05
37683,1,7e-05
37744,1,7e-05
37957,1,7e-05
37982,1,7e-05
38086,1,7e-05
38713,1,7e-05
38849,1,7e-05
39305,1,7e-05
39364,1,7e-05
39524,1,7e-05
39529,1,7e-05
39625,1,7e-05
39740,1,7e-05
39931,1,7e-05
40015,1,7e-05
40275,1,7e-05
40342,1,7e-05
40422,1,7e-05
40478,1,7e-05
40559,1,7e-05
40578,1,7e-05
40589,1,7e-05
40738,1,7e-05
40831,1,7e-05
40969,1,7e-05
41402,1,7e-05
41644,1,7e-05
41650,1,7e-05
41688,1,7e-05
41704,1,7e-05
41767,1,7e-05
41792,1,7e-05
41824,1,7e-05
41880,1,7e-05
41914,1,7e-05
41974,1,7e-05
42176,1,7e-05
42550,1,7e-05
42553,1,7e-05
42584,1,7e-05
42591,1,7e-05
42636,1,7e-05
42638,1,7e-05
42677,1,7e-05
42736,1,7e-05
42763,1,7e-05
42856,1,7e-05
42935,1,7e-05
42984,1,7e-05
43244,1,7e-05
43248,1,7e-05
43260,1,7e-05
43289,1,7e-05
43351,1,7e-05
43383,1,7e-05
43538,1,7e-05
43631,1,7e-05
43710,1,7e-05
43762,1,7e-05
43813,1,7e-05
43967,1,7e-05
43997,1,7e-05
44161,1,7e-05
44234,1,7e-05
44427,1,7e-05
44585,1,7e-05
44595,1,7e-05
44601,1,7e-05
44611,1,7e-05
44663,1,7e-05
44851,1,7e-05
44892,1,7e-05
44903,1,7e-05
44966,1,7e-05
45038,1,7e-05
45047,1,7e-05
45079,1,7e-05
45134,1,7e-05
45137,1,7e-05
45224,1,7e-05
45303,1,7e-05
45329,1,7e-05
45512,1,7e-05
45537,1,7e-05
45550,1,7e-05
45652,1,7e-05
45707,1,7e-05
45756,1,7e-05
45942,1,7e-05
45987,1,7e-05
46083,1,7e-05
46194,1,7e-05
46311,1,7e-05
46363,1,7e-05
46367,1,7e-05
46409,1,7e-05
46441,1,7e-05
46588,1,7e-05
46627,1,7e-05
46640,1,7e-05
46713,1,7e-05
46716,1,7e-05
46788,1,7e-05
46880,1,7e-05
46910,1,7e-05
46961,1,7e-05
47007,1,7e-05
47063,1,7e-05
47131,1,7e-05
47135,1,7e-05
47165,1,7e-05
47221,1,7e-05
47285,1,7e-05
47452,1,7e-05
47458,1,7e-05
47477,1,7e-05
47482,1,7e-05
47493,1,7e-05
47503,1,7e-05
47566,1,7e-05
47665,1,7e-05
47670,1,7e-05
47774,1,7e-05
47815,1,7e-05
47907,1,7e-05
47918,1,7e-05
47927,1,7e-05
47962,1,7e-05
47972,1,7e-05
47980,1,7e-05
48049,1,7e-05
48093,1,7e-05
48098,1,7e-05
48177,1,7e-05
48193,1,7e-05
48214,1,7e-05
48239,1,7e-05
48374,1,7e-05
48381,1,7e-05
48407,1,7e-05
48458,1,7e-05
48528,1,7e-05
48555,1,7e-05
48567,1,7e-05
48649,1,7e-05
48700,1,7e-05
48713,1,7e-05
48817,1,7e-05
48851,1,7e-05
48899,1,7e-05
48901,1,7e-05
48972,1,7e-05
49079,1,7e-05
49098,1,7e-05
49379,1,7e-05
49435,1,7e-05
49464,1,7e-05
49494,1,7e-05
49591,1,7e-05
49615,1,7e-05
49644,1,7e-05
49757,1,7e-05
49769,1,7e-05
49929,1,7e-05
49953,1,7e-05
50059,1,7e-05
50253,1,7e-05
50349,1,7e-05
50379,1,7e-05
50488,1,7e-05
50541,1,7e-05
50572,1,7e-05
50574,1,7e-05
50585,1,7e-05
50613,1,7e-05
50628,1,7e-05
50774,1,7e-05
50821,1,7e-05
50886,1,7e-05
50892,1,7e-05
50940,1,7e-05
50949,1,7e-05
50977,1,7e-05
51060,1,7e-05
51103,1,7e-05
51249,1,7e-05
51300,1,7e-05
51314,1,7e-05
51317,1,7e-05
51486,1,7e-05
51617,1,7e-05
51773,1,7e-05
51891,1,7e-05
51921,1,7e-05
52005,1,7e-05
52078,1,7e-05
52180,1,7e-05
52189,1,7e-05
52378,1,7e-05
52418,1,7e-05
52427,1,7e-05
52548,1,7e-05
52572,1,7e-05
52581,1,7e-05
52589,1,7e-05
52617,1,7e-05
52709,1,7e-05
52784,1,7e-05
52845,1,7e-05
52865,1,7e-05
52872,1,7e-05
52891,1,7e-05
52938,1,7e-05
52942,1,7e-05
53038,1,7e-05
53084,1,7e-05
53143,1,7e-05
53187,1,7e-05
53375,1,7e-05
53498,1,7e-05
53554,1,7e-05
53774,1,7e-05
53833,1,7e-05
53837,1,7e-05
53843,1,7e-05
53845,1,7e-05
53855,1,7e-05
53873,1,7e-05
53916,1,7e-05
53967,1,7e-05
54020,1,7e-05
54049,1,7e-05
54243,1,7e-05
54248,1,7e-05
54318,1,7e-05
54341,1,7e-05
54419,1,7e-05
54455,1,7e-05
54480,1,7e-05
54491,1,7e-05
54505,1,7e-05
54536,1,7e-05
54621,1,7e-05
54758,1,7e-05
54783,1,7e-05
54875,1,7e-05
54964,1,7e-05
55132,1,7e-05
55223,1,7e-05
55226,1,7e-05
55294,1,7e-05
55298,1,7e-05
55369,1,7e-05
55469,1,7e-05
55487,1,7e-05
55517,1,7e-05
55549,1,7e-05
55671,1,7e-05
55681,1,7e-05
55684,1,7e-05
55713,1,7e-05
55740,1,7e-05
55851,1,7e-05
56006,1,7e-05
56009,1,7e-05
56158,1,7e-05
56479,1,7e-05
56485,1,7e-05
56561,1,7e-05
56631,1,7e-05
56702,1,7e-05
56797,1,7e-05
56869,1,7e-05
56931,1,7e-05
56959,1,7e-05
57038,1,7e-05
57179,1,7e-05
57276,1,7e-05
57357,1,7e-05
57432,1,7e-05
57476,1,7e-05
57480,1,7e-05
57482,1,7e-05
57484,1,7e-05
57513,1,7e-05
57530,1,7e-05
57774,1,7e-05
57868,1,7e-05
57940,1,7e-05
57942,1,7e-05
58081,1,7e-05
58120,1,7e-05
58174,1,7e-05
58180,1,7e-05
58185,1,7e-05
58228,1,7e-05
58274,1,7e-05
58367,1,7e-05
58411,1,7e-05
58437,1,7e-05
58452,1,7e-05
58564,1,7e-05
58595,1,7e-05
58632,1,7e-05
58649,1,7e-05
58709,1,7e-05
58722,1,7e-05
58740,1,7e-05
58774,1,7e-05
58812,1,7e-05
58881,1,7e-05
58898,1,7e-05
58904,1,7e-05
58922,1,7e-05
59031,1,7e-05
59138,1,7e-05
59159,1,7e-05
59173,1,7e-05
59182,1,7e-05
59184,1,7e-05
59216,1,7e-05
59260,1,7e-05
59313,1,7e-05
59382,1,7e-05
59463,1,7e-05
59527,1,7e-05
59625,1,7e-05
59655,1,7e-05
59840,1,7e-05
59844,1,7e-05
59858,1,7e-05
59861,1,7e-05
59865,1,7e-05
59895,1,7e-05
59960,1,7e-05
59988,1,7e-05
60030,1,7e-05
60032,1,7e-05
60044,1,7e-05
60133,1,7e-05
60147,1,7e-05
60150,1,7e-05
60183,1,7e-05
60189,1,7e-05
60223,1,7e-05
60229,1,7e-05
60234,1,7e-05
60256,1,7e-05
60421,1,7e-05
60436,1,7e-05
60450,1,7e-05
60479,1,7e-05
60484,1,7e-05
60546,1,7e-05
60568,1,7e-05
60625,1,7e-05
60641,1,7e-05
60666,1,7e-05
60885,1,7e-05
60896,1,7e-05
60930,1,7e-05
60992,1,7e-05
61004,1,7e-05
61018,1,7e-05
61035,1,7e-05
61100,1,7e-05
61215,1,7e-05
61257,1,7e-05
61269,1,7e-05
61285,1,7e-05
61312,1,7e-05
61434,1,7e-05
61467,1,7e-05
61470,1,7e-05
61473,1,7e-05
61553,1,7e-05
61586,1,7e-05
61628,1,7e-05
61634,1,7e-05
61742,1,7e-05
61768,1,7e-05
61913,1,7e-05
61931,1,7e-05
61934,1,7e-05
61950,1,7e-05
61994,1,7e-05
62198,1,7e-05
62206,1,7e-05
62208,1,7e-05
62213,1,7e-05
62299,1,7e-05
62378,1,7e-05
62420,1,7e-05
62526,1,7e-05
62660,1,7e-05
62721,1,7e-05
62916,1,7e-05
62920,1,7e-05
62925,1,7e-05
62974,1,7e-05
63119,1,7e-05
63187,1,7e-05
63194,1,7e-05
63237,1,7e-05
63278,1,7e-05
63332,1,7e-05
63544,1,7e-05
63617,1,7e-05
63629,1,7e-05
63768,1,7e-05
63772,1,7e-05
63781,1,7e-05
63806,1,7e-05
63810,1,7e-05
63840,1,7e-05
64243,1,7e-05
64275,1,7e-05
64280,1,7e-05
64325,1,7e-05
64408,1,7e-05
64410,1,7e-05
64427,1,7e-05
64517,1,7e-05
64645,1,7e-05
64660,1,7e-05
64750,1,7e-05
64784,1,7e-05
64845,1,7e-05
65001,1,7e-05
65235,1,7e-05
65238,1,7e-05
65259,1,7e-05
65263,1,7e-05
65288,1,7e-05
65350,1,7e-05
65357,1,7e-05
65381,1,7e-05
65558,1,7e-05
65603,1,7e-05
65665,1,7e-05
65667,1,7e-05
65669,1,7e-05
65770,1,7e-05
65866,1,7e-05
65907,1,7e-05
65909,1,7e-05
65974,1,7e-05
66105,1,7e-05
66118,1,7e-05
66140,1,7e-05
66337,1,7e-05
66352,1,7e-05
66369,1,7e-05
66503,1,7e-05
66549,1,7e-05
66592,1,7e-05
66618,1,7e-05
66655,1,7e-05
66662,1,7e-05
66686,1,7e-05
66718,1,7e-05
66801,1,7e-05
66813,1,7e-05
66854,1,7e-05
66857,1,7e-05
66861,1,7e-05
66897,1,7e-05
66932,1,7e-05
66977,1,7e-05
66979,1,7e-05
66983,1,7e-05
67098,1,7e-05
67314,1,7e-05
67316,1,7e-05
67363,1,7e-05
67420,1,7e-05
67603,1,7e-05
67607,1,7e-05
67667,1,7e-05
67706,1,7e-05
67744,1,7e-05
67748,1,7e-05
67845,1,7e-05
67847,1,7e-05
67865,1,7e-05
67888,1,7e-05
67894,1,7e-05
67925,1,7e-05
67927,1,7e-05
67980,1,7e-05
68039,1,7e-05
68044,1,7e-05
68163,1,7e-05
68254,1,7e-05
68265,1,7e-05
68271,1,7e-05
68273,1,7e-05
68411,1,7e-05
68480,1,7e-05
68489,1,7e-05
68495,1,7e-05
68498,1,7e-05
68517,1,7e-05
68533,1,7e-05
68590,1,7e-05
68614,1,7e-05
68662,1,7e-05
68667,1,7e-05
68831,1,7e-05
68892,1,7e-05
68899,1,7e-05
68919,1,7e-05
68921,1,7e-05
68965,1,7e-05
68974,1,7e-05
69005,1,7e-05
69061,1,7e-05
69072,1,7e-05
69187,1,7e-05
69199,1,7e-05
69227,1,7e-05
69231,1,7e-05
69243,1,7e-05
69284,1,7e-05
69370,1,7e-05
69372,1,7e-05
69374,1,7e-05
69387,1,7e-05
69419,1,7e-05
69442,1,7e-05
69444,1,7e-05
69453,1,7e-05
69460,1,7e-05
69500,1,7e-05
69503,1,7e-05
69518,1,7e-05
69542,1,7e-05
69666,1,7e-05
69699,1,7e-05
69704,1,7e-05
69761,1,7e-05
69821,1,7e-05
69908,1,7e-05
69919,1,7e-05
69928,1,7e-05
69947,1,7e-05
69949,1,7e-05
69953,1,7e-05
69964,1,7e-05
69979,1,7e-05
69986,1,7e-05
70088,1,7e-05
70155,1,7e-05
70173,1,7e-05
70186,1,7e-05
70201,1,7e-05
70229,1,7e-05
70432,1,7e-05
70439,1,7e-05
70488,1,7e-05
70492,1,7e-05
70543,1,7e-05
70545,1,7e-05
70571,1,7e-05
70587,1,7e-05
70656,1,7e-05
70682,1,7e-05
70689,1,7e-05
70722,1,7e-05
70726,1,7e-05
70742,1,7e-05
70804,1,7e-05
70824,1,7e-05
70833,1,7e-05
70869,1,7e-05
70880,1,7e-05
70889,1,7e-05
70958,1,7e-05
70961,1,7e-05
70964,1,7e-05
70978,1,7e-05
71027,1,7e-05
71102,1,7e-05
71133,1,7e-05
71143,1,7e-05
71154,1,7e-05
71168,1,7e-05
71241,1,7e-05
71285,1,7e-05
71300,1,7e-05
71343,1,7e-05
71350,1,7e-05
71357,1,7e-05
71382,1,7e-05
71404,1,7e-05
71409,1,7e-05
71426,1,7e-05
71442,1,7e-05
71444,1,7e-05
71453,1,7e-05
71472,1,7e-05
71482,1,7e-05
71490,1,7e-05
71497,1,7e-05
71522,1,7e-05
71525,1,7e-05
71591,1,7e-05
71675,1,7e-05
71697,1,7e-05
71740,1,7e-05
71750,1,7e-05
71755,1,7e-05
71762,1,7e-05
71779,1,7e-05
71817,1,7e-05
71936,1,7e-05
71938,1,7e-05
71940,1,7e-05
71942,1,7e-05
71970,1,7e-05
71980,1,7e-05
71989,1,7e-05
72022,1,7e-05
72030,1,7e-05
72037,1,7e-05
72159,1,7e-05
72212,1,7e-05
72258,1,7e-05
72265,1,7e-05
72267,1,7e-05
72290,1,7e-05
72298,1,7e-05
72310,1,7e-05
72321,1,7e-05
72340,1,7e-05
72485,1,7e-05
72491,1,7e-05
72552,1,7e-05
